post_id	date	message	num_likes	num_angry	num_shares
96033897836_306259916864700	2018-10-01T20:42:31+0000	"Geraldo ao vivo do mercado municipal de Florian\u00f3polis!"	1784	145	243
96033897836_255913135058945	2018-10-01T19:00:01+0000	"3 milh\u00f5es de moradias no Brasil. Essa \u00e9 a meta de Geraldo Alckmin para habita\u00e7\u00e3o. E sabe quantos empregos essa proposta vai gerar? Confira na v\u00eddeo!\n\nEle n\u00e3o. Nem o outro. Vem vencer com a gente, com #GeraldoPresidente! #EquipeGA #Geraldo45 #AnaAm\u00e9liaVice"	2054	24	891
96033897836_316523339126623	2018-10-01T16:38:48+0000	"#Virada45 em Campinas"	2420	121	558
96033897836_335088863728312	2018-10-01T16:00:01+0000	"Transformar respeito e admira\u00e7\u00e3o pelas mulheres em luta por justi\u00e7a: \u00e9 isso que Geraldo Alckmin fez quando foi governador. Triplicou o n\u00famero de Delegacias da Mulher e criou a primeira com atendimento 24 horas. A viol\u00eancia contra a mulher \u00e9 inadmiss\u00edvel e precisa acabar. Assista!\n\nConhe\u00e7a o plano de governo exclusivo para mulheres: \u27a1\ufe0f http://alckm.in/planomulheres \n\nOs 20 principais motivos para as mulheres votarem #Geraldo45 no pr\u00f3ximo dia 7 de outubro: \u27a1\ufe0f http://alckm.in/mulheres\n\n#EquipeGA #GeraldoPresidente #AnaAm\u00e9liaVice"	569	14	266
96033897836_242328016460497	2018-10-01T13:29:45+0000	"Voc\u00ea j\u00e1 parou para pensar que os radicais se atra\u00edram nesta elei\u00e7\u00e3o? Acreditamos que sim. Mas o que talvez voc\u00ea n\u00e3o saiba \u00e9 que existe um motivo bem claro: eles sempre estiveram juntos votando pelo atraso do Brasil. Assista e compartilhe!\n\nEle n\u00e3o. Nem o outro. V\u00e1 de #Geraldo45. #EquipeGA #GeraldoPresidente #AnaAm\u00e9liaVice"	1169	22	712
96033897836_10158475439842837	2018-10-01T03:28:40+0000	"Algumas das ideias e propostas apresentadas por Geraldo Alckmin durante o debate presidencial veiculado pela Record."	1405	10	646
96033897836_510993559369795	2018-10-01T03:22:36+0000	"N\u00e3o \u00e9 curioso que o PT anda tentando tanto falar que Haddad \u00e9 Lula, mas esquece, por conveni\u00eancia, de citar Dilma e sua heran\u00e7a maldita de 13 milh\u00f5es de desempregados? #Geraldo45 #OVotonaRecord"	927	8	415
96033897836_236115520393195	2018-10-01T02:13:23+0000	"Geraldo Alckmin acabar\u00e1 com um absurdo: a farra das estatais. Durante os anos do PT, o partido de Dilma criou estatais como a TV do Lula (sem audi\u00eancia) e a EPL (empresa criada para fazer trem-bala, que sequer existe). Voc\u00ea quer um Estado mais reduzido e eficaz? Vote 45! #OVotoNaRecord #Geraldo45"	600	4	280
96033897836_1337308336400473	2018-10-01T01:55:55+0000	"Nesta semana decisiva, Geraldo Alckmin trabalhar\u00e1 para unir nosso pa\u00eds, sem radicalismos, buscando o caminho do combate ao desemprego e retomada do crescimento. #OVotoNaRecord #Geraldo45"	1313	5	634
96033897836_10158475226732837	2018-10-01T01:40:58+0000	"Nosso pa\u00eds precisa de mudan\u00e7as e de reformas. Uma delas, defendida por Geraldo Alckmin, ser\u00e1 a pol\u00edtica: Alckmin diminuir\u00e1 o n\u00famero de partidos, reduzir\u00e1 minist\u00e9rios, cargos comissionados e estatais (lembrando que um ter\u00e7o dessas estatais foram criadas pelo PT). #OVotoNaRecord #Geraldo45"	1964	10	701
96033897836_10158475110332837	2018-10-01T00:52:48+0000	"Debate na Record TV AO VIVO! Acompanhe Geraldo Alckmin e participe usando as hashtags #OVotoNaRecord e #Geraldo45. Vem mudar o Brasil com a gente! \ud83d\ude09 #EquipeGA"	940	17	173
96033897836_10158474275417837	2018-09-30T21:30:01+0000	"Enquanto a seguran\u00e7a p\u00fablica do Brasil andou para tr\u00e1s, a de S\u00e3o Paulo avan\u00e7ou. O estado, que era o pen\u00faltimo no ranking da seguran\u00e7a, hoje \u00e9 o mais seguro do pa\u00eds. \n\nQuando foi governador, #Geraldo45 conseguiu reduzir em 70% o n\u00famero de homic\u00eddios. O roubo de ve\u00edculos diminuiu 34%. Mais de 32 mil novos policiais foram contratados e 15.800 viaturas compradas. \n\nQuer um presidente testado e aprovado? Compartilhe no Facebook, mande essa imagem pelo zap e v\u00e1 de #GeraldoPresidente! #EquipeGA #AnaAm\u00e9liaVice"	1467	15	759
96033897836_10158474573082837	2018-09-30T21:08:00+0000	"Ele n\u00e3o. Nem o outro. #GeraldoSIM \n\nDeclare seu apoio a #Geraldo45 usando este tema no seu avatar nas redes sociais. \ud83d\ude09"	2165	28	392
