post_id	date	num_likes	num_angry	num_shares
96033897836_10153078847267837	2014-01-12T19:47:46+0000	3556	0	348
96033897836_10153078792467837	2014-01-12T19:22:33+0000	2543	0	191
96033897836_10153078754427837	2014-01-12T19:05:32+0000	4156	0	578
96033897836_10153076784862837	2014-01-11T21:28:54+0000	3824	0	614
96033897836_10153076780402837	2014-01-11T21:26:27+0000	1899	1	76
96033897836_10153076400992837	2014-01-11T17:57:59+0000	2972	0	421
96033897836_10153074546627837	2014-01-10T20:41:19+0000	7394	0	3715
96033897836_10153073949007837	2014-01-10T14:59:59+0000	3675	0	731
96033897836_10153072351707837	2014-01-09T20:35:00+0000	2713	0	306
96033897836_10153072186047837	2014-01-09T19:02:59+0000	2530	0	357
96033897836_10153070485047837	2014-01-08T22:41:09+0000	2832	0	442
96033897836_10153069976042837	2014-01-08T18:04:03+0000	2191	1	110
96033897836_10153069163072837	2014-01-08T11:30:00+0000	3784	0	656
96033897836_10153069116762837	2014-01-08T10:40:00+0000	3467	0	1395
96033897836_10153067980747837	2014-01-08T01:03:16+0000	4532	0	728
96033897836_10153065118852837	2014-01-06T21:47:59+0000	2625	0	447
96033897836_10153062442337837	2014-01-05T21:16:07+0000	3610	0	245
96033897836_10153062427127837	2014-01-05T21:10:07+0000	5550	0	408
96033897836_10153059730797837	2014-01-04T20:40:20+0000	4835	0	468
96033897836_10153059112647837	2014-01-04T14:52:48+0000	3896	0	549
96033897836_10153057474897837	2014-01-03T23:49:00+0000	6594	0	3890
96033897836_10153054164217837	2014-01-02T18:50:48+0000	3165	1	121
96033897836_10153045822312837	2013-12-31T00:24:01+0000	4123	0	358
96033897836_10153045480672837	2013-12-30T21:44:29+0000	3802	0	462
96033897836_10153045310747837	2013-12-30T20:35:01+0000	2518	0	294
96033897836_10153045197307837	2013-12-30T19:55:10+0000	2062	0	208
96033897836_10153042468762837	2013-12-29T17:55:33+0000	3328	0	400
96033897836_10153042458897837	2013-12-29T17:51:31+0000	5467	0	747
96033897836_10153040502877837	2013-12-28T20:56:02+0000	3232	0	390
96033897836_10153040082767837	2013-12-28T17:25:49+0000	2928	0	372
96033897836_10153038261907837	2013-12-27T22:57:50+0000	2192	0	307
96033897836_10153037508922837	2013-12-27T17:30:23+0000	4806	0	474
96033897836_10153035547377837	2013-12-26T21:32:56+0000	2742	0	322
96033897836_10153035143842837	2013-12-26T18:05:51+0000	2738	0	592
96033897836_10153029856207837	2013-12-24T20:00:02+0000	4786	0	422
96033897836_10153029778847837	2013-12-24T19:30:07+0000	4132	0	355
96033897836_10153027317382837	2013-12-23T22:50:00+0000	3094	0	438
96033897836_10153027267097837	2013-12-23T22:25:52+0000	3255	0	357
96033897836_10153026645387837	2013-12-23T18:03:48+0000	2292	1	102
96033897836_10153024730132837	2013-12-22T22:35:46+0000	3226	0	508
96033897836_10153024318757837	2013-12-22T18:51:10+0000	3400	0	453
96033897836_10153024264792837	2013-12-22T18:21:57+0000	3602	0	344
96033897836_10153022510087837	2013-12-21T22:36:59+0000	4443	0	685
96033897836_10153021777837837	2013-12-21T16:56:40+0000	3557	0	562
96033897836_10153019687592837	2013-12-20T20:16:20+0000	2669	0	384
96033897836_10153019296762837	2013-12-20T16:57:03+0000	3180	0	696
96033897836_10153017344707837	2013-12-19T18:54:25+0000	1299	0	11
96033897836_10153015683352837	2013-12-18T23:05:18+0000	2169	0	340
96033897836_10153015567982837	2013-12-18T21:59:09+0000	729	0	9
96033897836_10153015219482837	2013-12-18T18:45:36+0000	3050	0	26
96033897836_10153015169562837	2013-12-18T18:20:00+0000	3149	0	488
96033897836_10153013669467837	2013-12-18T00:35:00+0000	8546	0	707
96033897836_10153013625242837	2013-12-18T00:07:30+0000	1915	0	16
96033897836_10153013590612837	2013-12-17T23:48:18+0000	1188	0	4
96033897836_10153012968842837	2013-12-17T18:47:33+0000	3716	0	1326
96033897836_10153012652277837	2013-12-17T16:10:00+0000	1821	0	332
96033897836_10153012592632837	2013-12-17T15:38:53+0000	1208	0	106
96033897836_10153010353097837	2013-12-16T17:27:48+0000	926	1	46
96033897836_10153010317552837	2013-12-16T17:09:18+0000	2966	0	250
96033897836_10153008111717837	2013-12-15T20:22:02+0000	3743	0	509
96033897836_10153007791217837	2013-12-15T17:36:09+0000	4433	0	330
96033897836_10153007342077837	2013-12-15T13:41:18+0000	1543	0	14
96033897836_10153005413737837	2013-12-14T23:25:00+0000	2579	0	216
96033897836_10153005333887837	2013-12-14T22:38:09+0000	2134	0	60
96033897836_10153002906067837	2013-12-13T22:50:01+0000	2635	0	266
96033897836_10153002836487837	2013-12-13T22:15:21+0000	2427	0	246
96033897836_10153002280607837	2013-12-13T17:39:35+0000	1720	0	31
96033897836_10153002083207837	2013-12-13T15:50:11+0000	2890	0	386
96033897836_10153001725277837	2013-12-13T12:30:00+0000	3731	0	394
96033897836_10153001679347837	2013-12-13T12:00:01+0000	2784	0	290
96033897836_10152999307807837	2013-12-12T14:47:31+0000	3413	0	490
96033897836_10152996493442837	2013-12-11T15:30:00+0000	2613	0	437
96033897836_10152994818092837	2013-12-11T02:17:10+0000	2763	0	25
96033897836_10152994079222837	2013-12-10T21:43:40+0000	2687	0	312
96033897836_10152993996037837	2013-12-10T21:03:28+0000	3109	0	544
96033897836_10152991631052837	2013-12-10T02:30:01+0000	2845	0	449
96033897836_10152991528157837	2013-12-10T01:50:01+0000	2809	0	271
96033897836_10152991067687837	2013-12-09T22:28:27+0000	3866	0	11
96033897836_10152990592552837	2013-12-09T18:53:26+0000	2344	0	249
96033897836_10152990362032837	2013-12-09T17:12:19+0000	1032	1	56
96033897836_10152989722707837	2013-12-09T11:54:07+0000	2301	0	155
96033897836_10152988486657837	2013-12-08T23:59:52+0000	2972	0	203
96033897836_10152985000212837	2013-12-07T20:40:00+0000	3527	0	439
96033897836_10152982631857837	2013-12-06T21:47:56+0000	1682	0	17
96033897836_10152981919042837	2013-12-06T16:21:37+0000	3481	0	453
96033897836_10152981850367837	2013-12-06T15:52:34+0000	1837	1	172
96033897836_10152980296312837	2013-12-06T00:15:01+0000	2820	0	345
96033897836_10152980242402837	2013-12-05T23:45:01+0000	2690	0	553
96033897836_10152980170132837	2013-12-05T23:10:06+0000	9970	0	1655
96033897836_10152978946072837	2013-12-05T14:14:45+0000	2627	0	517
96033897836_10152977863257837	2013-12-05T02:16:27+0000	3709	0	569
96033897836_10152975022597837	2013-12-03T23:35:00+0000	3509	0	343
96033897836_10152974938832837	2013-12-03T22:53:15+0000	2057	0	230
96033897836_10152974295947837	2013-12-03T17:48:30+0000	2459	0	345
96033897836_10152972682897837	2013-12-03T01:28:25+0000	2786	0	236
96033897836_10152971746997837	2013-12-02T17:53:40+0000	932	1	38
96033897836_10152971578262837	2013-12-02T16:40:01+0000	3108	0	400
96033897836_10152969365607837	2013-12-01T21:06:03+0000	2112	0	137
96033897836_10152969353692837	2013-12-01T21:01:26+0000	3455	0	287
96033897836_10152966198077837	2013-11-30T16:46:12+0000	1931	0	182
96033897836_10152965814407837	2013-11-30T13:36:34+0000	3079	0	375
96033897836_10152964630052837	2013-11-29T23:16:24+0000	4554	0	427
96033897836_10152963724662837	2013-11-29T15:49:04+0000	5355	0	368
96033897836_10152961043652837	2013-11-28T15:19:28+0000	3114	0	409
96033897836_10152958948907837	2013-11-27T20:18:18+0000	3080	0	523
96033897836_10152958181307837	2013-11-27T15:07:31+0000	2714	0	216
96033897836_10152955900272837	2013-11-26T17:27:39+0000	4620	0	692
96033897836_10152954315092837	2013-11-26T01:54:54+0000	2387	0	177
96033897836_10152953306987837	2013-11-25T17:45:15+0000	1181	1	45
96033897836_10152953051187837	2013-11-25T16:00:41+0000	2403	0	789
96033897836_10152950027322837	2013-11-24T14:52:59+0000	2913	0	247
96033897836_10152947775762837	2013-11-23T18:46:57+0000	3695	0	341
96033897836_10152945991762837	2013-11-23T02:09:47+0000	3530	0	382
96033897836_10152942049792837	2013-11-22T17:38:37+0000	5784	0	989
96033897836_10152938617477837	2013-11-22T00:30:01+0000	2771	0	455
96033897836_10152938434257837	2013-11-21T23:52:47+0000	3187	0	531
96033897836_10152932535577837	2013-11-20T23:20:40+0000	3182	0	268
96033897836_10152929383922837	2013-11-19T21:43:52+0000	1724	0	90
96033897836_10152928329432837	2013-11-19T14:20:08+0000	1239	1	37
96033897836_10152926566597837	2013-11-18T22:23:48+0000	4172	0	695
96033897836_10152923254867837	2013-11-17T22:10:01+0000	2693	0	436
96033897836_10152920091977837	2013-11-17T00:32:00+0000	2024	0	207
96033897836_10152913894572837	2013-11-15T00:41:16+0000	612	0	63
96033897836_10152913787517837	2013-11-15T00:00:01+0000	2548	0	333
96033897836_10152913606782837	2013-11-14T22:45:01+0000	1816	0	194
96033897836_10152913553947837	2013-11-14T22:21:02+0000	2890	0	269
96033897836_10152909015002837	2013-11-13T17:11:26+0000	2825	0	365
96033897836_10152907286587837	2013-11-13T00:30:01+0000	1443	0	275
96033897836_10152907304257837	2013-11-13T00:20:01+0000	2441	0	419
96033897836_10152907271757837	2013-11-13T00:02:31+0000	2854	0	433
96033897836_10152906948407837	2013-11-12T21:27:54+0000	1854	0	92
96033897836_10152904467292837	2013-11-12T01:16:21+0000	3453	0	479
96033897836_10152902782312837	2013-11-11T14:30:01+0000	2191	0	186
96033897836_10152902603527837	2013-11-11T12:50:00+0000	2338	0	138
96033897836_10152902591027837	2013-11-11T12:40:01+0000	4580	0	311
96033897836_10152902579787837	2013-11-11T12:30:00+0000	1873	0	285
96033897836_10152902515267837	2013-11-11T11:30:00+0000	3099	0	331
96033897836_10152899676227837	2013-11-10T12:00:00+0000	4952	0	555
96033897836_10152899650522837	2013-11-10T11:40:00+0000	3208	0	374
96033897836_10152896440802837	2013-11-09T00:54:03+0000	2753	0	379
96033897836_10152895394887837	2013-11-08T15:44:36+0000	1689	0	195
96033897836_10152895028692837	2013-11-08T11:30:01+0000	5076	0	808
96033897836_10152893152402837	2013-11-07T16:03:44+0000	1983	0	169
96033897836_10152888619292837	2013-11-06T00:12:41+0000	2314	0	835
96033897836_10152885902747837	2013-11-05T00:42:18+0000	4094	0	633
96033897836_10152876766522837	2013-11-02T01:00:01+0000	13989	0	1764
96033897836_10152876741762837	2013-11-02T00:50:01+0000	3013	0	335
96033897836_10152873764812837	2013-11-01T00:41:34+0000	1066	0	59
96033897836_10152872519357837	2013-10-31T17:35:48+0000	1549	0	269
96033897836_10152870416007837	2013-10-31T01:24:23+0000	3231	0	703
96033897836_10152869451177837	2013-10-30T19:14:16+0000	5482	0	800
96033897836_10152864110902837	2013-10-28T23:02:35+0000	4679	0	470
96033897836_10152861436107837	2013-10-28T01:06:56+0000	2660	0	419
96033897836_10152861411587837	2013-10-28T00:56:31+0000	4532	0	678
96033897836_10152858012052837	2013-10-26T23:12:33+0000	1611	0	214
96033897836_10152857567687837	2013-10-26T19:45:02+0000	3262	0	602
96033897836_10152856460012837	2013-10-26T11:15:19+0000	1177	0	124
96033897836_10152854735062837	2013-10-25T18:47:14+0000	1389	1	64
96033897836_10152854498222837	2013-10-25T16:47:01+0000	1975	0	277
96033897836_10152845557262837	2013-10-22T02:30:01+0000	2311	0	291
96033897836_10152845482702837	2013-10-22T01:49:01+0000	1568	0	198
96033897836_10152840508617837	2013-10-19T23:30:34+0000	4832	0	422
96033897836_10152838404947837	2013-10-19T02:11:01+0000	4700	0	852
96033897836_10152837989012837	2013-10-18T22:26:37+0000	5964	0	490
96033897836_10152834989947837	2013-10-17T23:42:10+0000	1424	0	681
96033897836_10152834895377837	2013-10-17T22:43:12+0000	5567	0	2950
96033897836_10152832787872837	2013-10-17T02:22:25+0000	2540	0	338
96033897836_10152832005737837	2013-10-16T21:11:19+0000	1013	1	37
96033897836_10152831540907837	2013-10-16T17:10:11+0000	2810	0	554
96033897836_10152830905287837	2013-10-16T12:40:01+0000	2798	0	542
96033897836_10152830003757837	2013-10-16T02:00:00+0000	716	0	85
96033897836_10152830000367837	2013-10-16T01:43:00+0000	2282	0	260
96033897836_10152827672327837	2013-10-15T02:31:00+0000	3608	0	668
96033897836_10152822628917837	2013-10-13T00:30:01+0000	2165	0	163
96033897836_10152822241687837	2013-10-12T20:38:51+0000	3793	0	476
96033897836_10152820257137837	2013-10-11T22:27:01+0000	3198	0	730
96033897836_10152819751682837	2013-10-11T17:50:02+0000	2308	0	348
96033897836_10152819711912837	2013-10-11T17:28:12+0000	2241	0	317
96033897836_10152817557947837	2013-10-10T16:19:02+0000	1315	0	236
96033897836_10152817362172837	2013-10-10T14:15:01+0000	7545	0	320
96033897836_10152815499657837	2013-10-09T17:23:53+0000	2173	0	715
96033897836_10152812989507837	2013-10-08T14:20:00+0000	1591	0	255
96033897836_10152809417807837	2013-10-07T01:10:56+0000	2495	0	425
96033897836_10152806681552837	2013-10-06T00:17:36+0000	2995	0	578
96033897836_10152804371497837	2013-10-05T00:40:01+0000	3857	0	245
96033897836_10152804356587837	2013-10-05T00:30:01+0000	1647	0	149
96033897836_10152804321612837	2013-10-05T00:08:46+0000	2699	0	504
96033897836_10152803659547837	2013-10-04T17:43:45+0000	1753	0	471
96033897836_10152803517332837	2013-10-04T16:24:14+0000	2422	0	460
96033897836_10152799130982837	2013-10-03T00:16:08+0000	2506	0	345
96033897836_10152798819262837	2013-10-02T21:32:28+0000	458	1	12
96033897836_10152798267947837	2013-10-02T17:44:36+0000	2392	0	544
96033897836_10152795541632837	2013-10-01T15:34:04+0000	2085	0	306
96033897836_10152787068057837	2013-09-27T23:56:41+0000	1694	0	212
96033897836_10152786491252837	2013-09-27T18:10:01+0000	1422	0	235
96033897836_10152786437572837	2013-09-27T17:33:38+0000	1718	0	482
96033897836_10152784356297837	2013-09-26T18:20:00+0000	1390	0	220
96033897836_10152784305502837	2013-09-26T17:50:01+0000	1993	0	549
96033897836_10152784250692837	2013-09-26T17:15:26+0000	1636	0	223
96033897836_10152781482202837	2013-09-25T15:20:01+0000	2696	0	667
96033897836_10152779768482837	2013-09-24T19:34:36+0000	1342	0	203
96033897836_10152779149582837	2013-09-24T13:35:25+0000	2978	0	767
96033897836_10152776815122837	2013-09-23T15:47:14+0000	1685	0	273
96033897836_10152771564487837	2013-09-21T17:36:04+0000	1169	0	201
96033897836_10152768654342837	2013-09-20T13:17:27+0000	1443	0	372
96033897836_10152763259792837	2013-09-19T00:20:25+0000	1565	0	298
96033897836_10152762002447837	2013-09-18T13:00:01+0000	2350	0	529
96033897836_10152759470577837	2013-09-17T13:00:01+0000	1595	0	302
96033897836_10152755308892837	2013-09-15T22:39:21+0000	1233	0	188
96033897836_10152755032852837	2013-09-15T20:47:26+0000	1462	0	170
96033897836_10152751835472837	2013-09-14T16:20:56+0000	1664	0	290
96033897836_10152751564882837	2013-09-14T13:58:40+0000	1145	0	191
96033897836_10152750337212837	2013-09-14T00:20:00+0000	1099	0	188
96033897836_10152750353252837	2013-09-13T23:40:01+0000	1900	0	216
96033897836_10152747969622837	2013-09-12T23:03:41+0000	942	0	130
96033897836_10152747889882837	2013-09-12T22:11:03+0000	3543	0	671
96033897836_10152746086902837	2013-09-12T03:53:48+0000	2679	0	42
96033897836_10152740611477837	2013-09-10T01:15:20+0000	1477	0	257
96033897836_10152739491607837	2013-09-09T16:01:06+0000	657	1	35
96033897836_10152736546067837	2013-09-08T12:37:18+0000	784	0	78
96033897836_10152734612442837	2013-09-07T16:34:45+0000	1210	0	158
96033897836_10152730895867837	2013-09-06T00:19:44+0000	1554	0	211
96033897836_10152729550787837	2013-09-05T13:00:01+0000	1096	0	275
96033897836_10152725433242837	2013-09-04T00:55:59+0000	1258	0	597
96033897836_10152723730517837	2013-09-03T13:30:01+0000	806	0	167
96033897836_10152723670912837	2013-09-03T12:53:50+0000	614	0	75
96033897836_10152717778962837	2013-09-01T01:23:01+0000	1085	0	237
96033897836_10152714044972837	2013-08-30T13:00:01+0000	687	0	159
96033897836_10152711855377837	2013-08-29T14:40:01+0000	844	0	163
96033897836_10152708169602837	2013-08-27T21:08:16+0000	721	0	177
96033897836_10152704541872837	2013-08-26T13:28:07+0000	206	0	8
96033897836_10152704431537837	2013-08-26T12:28:36+0000	155	0	22
96033897836_10152698356192837	2013-08-24T00:18:03+0000	841	0	165
96033897836_10152697260072837	2013-08-23T13:03:06+0000	635	0	127
96033897836_10152694893392837	2013-08-22T12:33:25+0000	570	0	119
96033897836_10152692697197837	2013-08-21T14:42:28+0000	646	0	104
96033897836_10152690318832837	2013-08-20T13:20:23+0000	963	0	341
96033897836_10152687963292837	2013-08-19T14:13:10+0000	876	0	136
96033897836_10152684144812837	2013-08-18T01:12:09+0000	891	0	299
96033897836_10152681685757837	2013-08-17T00:41:48+0000	471	0	59
96033897836_10152681396617837	2013-08-16T22:56:00+0000	675	0	104
96033897836_10152680350302837	2013-08-16T14:20:03+0000	759	0	191
96033897836_10152678553332837	2013-08-15T18:37:03+0000	493	0	126
96033897836_10152676661667837	2013-08-15T00:20:47+0000	1333	0	658
96033897836_10152663290417837	2013-08-10T02:21:37+0000	831	0	279
96033897836_10152662773352837	2013-08-09T21:43:14+0000	438	0	109
96033897836_10152660294362837	2013-08-08T18:22:59+0000	402	0	101
96033897836_10152644037337837	2013-08-01T20:32:10+0000	673	0	132
96033897836_10152633806352837	2013-07-28T23:45:55+0000	648	0	426
96033897836_10152631198952837	2013-07-27T23:33:43+0000	277	0	31
96033897836_10152631088277837	2013-07-27T22:22:16+0000	112	0	8
96033897836_10152630956827837	2013-07-27T21:20:19+0000	131	0	27
96033897836_10152630864407837	2013-07-27T20:40:38+0000	132	0	21
96033897836_10152628846997837	2013-07-26T21:39:20+0000	710	0	186
96033897836_10152626699302837	2013-07-25T23:09:52+0000	520	0	68
96033897836_10152626351687837	2013-07-25T19:50:21+0000	331	0	60
96033897836_10152624455672837	2013-07-24T21:57:59+0000	1891	0	321
96033897836_10152621710697837	2013-07-23T19:23:39+0000	549	0	230
96033897836_10152621532892837	2013-07-23T17:33:52+0000	902	0	606
96033897836_10152609012912837	2013-07-18T20:27:40+0000	803	0	97
96033897836_10152603725307837	2013-07-16T23:06:55+0000	253	0	28
96033897836_10152603429752837	2013-07-16T20:58:58+0000	270	0	58
96033897836_10152600551212837	2013-07-15T18:46:53+0000	707	0	92
96033897836_10152593712837837	2013-07-12T20:22:57+0000	3453	0	213
96033897836_10152584867137837	2013-07-08T23:10:42+0000	617	0	96
96033897836_10152568161132837	2013-07-01T20:20:37+0000	798	0	177
96033897836_10152562648612837	2013-06-29T17:53:18+0000	1015	0	292
96033897836_10152553453327837	2013-06-25T19:37:18+0000	549	0	137
96033897836_10152550469447837	2013-06-24T15:49:35+0000	863	0	316
96033897836_10152539610552837	2013-06-19T23:50:46+0000	1416	0	572
96033897836_10152539342087837	2013-06-19T21:34:37+0000	964	0	502
96033897836_10152523366192837	2013-06-12T21:13:45+0000	3998	0	1650
96033897836_10152523127192837	2013-06-12T19:03:27+0000	6722	0	440
96033897836_10152522905642837	2013-06-12T16:49:41+0000	307	0	92
96033897836_10152521325507837	2013-06-11T22:26:57+0000	237	0	45
96033897836_10152521035707837	2013-06-11T19:49:10+0000	609	0	127
96033897836_10152518873367837	2013-06-10T19:34:26+0000	415	0	54
96033897836_10152514841787837	2013-06-08T23:27:10+0000	616	0	72
96033897836_10152514548357837	2013-06-08T20:10:21+0000	881	0	83
96033897836_10152512475577837	2013-06-07T19:18:25+0000	408	0	92
96033897836_10152512236457837	2013-06-07T16:47:50+0000	284	0	69
96033897836_10152508689322837	2013-06-05T23:04:59+0000	697	0	129
96033897836_10152506733627837	2013-06-04T22:36:39+0000	552	0	112
96033897836_10152506501062837	2013-06-04T20:47:03+0000	613	0	164
96033897836_10152504259612837	2013-06-03T20:55:45+0000	249	0	50
96033897836_10152502019572837	2013-06-02T20:18:52+0000	177	0	30
96033897836_10152499828427837	2013-06-01T20:21:17+0000	226	0	29
96033897836_10152497522212837	2013-05-31T19:35:47+0000	338	0	86
96033897836_10152493213872837	2013-05-29T20:33:29+0000	626	0	92
96033897836_10152492762207837	2013-05-29T16:28:18+0000	327	0	105
96033897836_10152491338362837	2013-05-28T23:02:38+0000	529	0	47
96033897836_10152488743177837	2013-05-27T20:51:28+0000	604	0	83
96033897836_10152488447517837	2013-05-27T18:12:36+0000	215	0	68
96033897836_10152486869787837	2013-05-27T00:21:41+0000	238	0	15
96033897836_10152486203932837	2013-05-26T17:50:33+0000	3179	0	80
96033897836_10152482608292837	2013-05-24T22:43:47+0000	807	0	98
96033897836_10152482402447837	2013-05-24T20:28:45+0000	352	0	97
96033897836_10152480502027837	2013-05-23T20:53:37+0000	582	0	90
96033897836_10152480248622837	2013-05-23T18:21:23+0000	194	0	24
96033897836_10152478648332837	2013-05-22T22:10:16+0000	751	0	215
96033897836_10152476858192837	2013-05-21T23:12:03+0000	538	0	126
96033897836_10152476721482837	2013-05-21T21:27:50+0000	581	0	72
96033897836_10152474791562837	2013-05-20T21:25:32+0000	357	0	74
96033897836_10152472725092837	2013-05-19T21:25:09+0000	502	0	94
96033897836_10152472410192837	2013-05-19T18:38:15+0000	205	0	44
96033897836_10152470938672837	2013-05-18T22:39:33+0000	1153	0	485
96033897836_10152470709097837	2013-05-18T20:08:08+0000	498	0	92
96033897836_10152470248072837	2013-05-18T15:18:33+0000	256	0	46
96033897836_10152468959252837	2013-05-17T22:39:23+0000	366	0	64
96033897836_10152468894687837	2013-05-17T21:59:57+0000	318	0	57
96033897836_10152466576007837	2013-05-16T20:43:17+0000	1115	0	213
96033897836_10152464668662837	2013-05-15T20:41:49+0000	275	0	88
96033897836_10152463205097837	2013-05-15T01:02:51+0000	224	0	51
96033897836_10152461088332837	2013-05-13T22:32:47+0000	152	0	39
96033897836_10152460895062837	2013-05-13T20:41:14+0000	497	0	117
96033897836_10152459085072837	2013-05-12T22:38:59+0000	1773	0	80
96033897836_10152456926652837	2013-05-12T01:05:58+0000	696	0	79
96033897836_10152456388712837	2013-05-11T18:40:58+0000	447	0	28
96033897836_10152455245307837	2013-05-11T02:19:18+0000	1791	0	97
96033897836_10152455060562837	2013-05-10T23:57:19+0000	478	0	107
96033897836_10152455025062837	2013-05-10T23:26:12+0000	686	0	169
96033897836_10152454958212837	2013-05-10T22:31:50+0000	490	0	92
96033897836_10152454545682837	2013-05-10T17:55:08+0000	295	0	131
96033897836_10152449757827837	2013-05-08T00:30:01+0000	600	0	88
96033897836_10152449648547837	2013-05-07T22:58:48+0000	266	0	74
96033897836_10152447771777837	2013-05-06T23:17:52+0000	215	0	57
96033897836_10152443236262837	2013-05-04T20:46:39+0000	534	0	83
96033897836_10152443204492837	2013-05-04T20:24:09+0000	215	0	35
96033897836_10152441512592837	2013-05-03T22:18:22+0000	250	0	60
96033897836_10152439991077837	2013-05-03T01:03:26+0000	218	0	48
96033897836_10152437844277837	2013-05-01T21:14:53+0000	566	0	73
96033897836_10152435865547837	2013-04-30T22:41:21+0000	2115	0	134
96033897836_10152435669762837	2013-04-30T21:16:24+0000	232	0	48
96033897836_10152433698957837	2013-04-29T22:10:22+0000	473	0	86
96033897836_10152431056997837	2013-04-28T19:19:30+0000	518	0	111
96033897836_10152429597952837	2013-04-28T00:39:57+0000	392	0	74
96033897836_10152427315167837	2013-04-26T21:13:47+0000	240	0	62
96033897836_10152425526392837	2013-04-25T20:57:16+0000	770	0	115
96033897836_10152425392192837	2013-04-25T19:27:28+0000	651	0	123
96033897836_10152423947842837	2013-04-24T23:29:22+0000	502	0	116
96033897836_10152423497932837	2013-04-24T18:21:01+0000	522	0	90
96033897836_10152421928587837	2013-04-23T21:16:38+0000	612	0	188
96033897836_10152420183022837	2013-04-22T22:02:21+0000	353	0	103
96033897836_10152417696657837	2013-04-21T16:13:55+0000	1676	0	639
96033897836_10152416139312837	2013-04-20T19:24:59+0000	727	0	191
96033897836_10152414910537837	2013-04-20T02:35:46+0000	358	0	82
96033897836_10152414695372837	2013-04-19T23:48:23+0000	271	0	38
96033897836_10152414488007837	2013-04-19T21:18:05+0000	388	0	84
96033897836_10152412746132837	2013-04-18T21:13:58+0000	628	0	138
96033897836_10152410976892837	2013-04-17T23:02:44+0000	204	0	18
96033897836_10152410973132837	2013-04-17T22:59:46+0000	413	0	84
96033897836_10152410926032837	2013-04-17T22:23:56+0000	171	0	94
96033897836_10152410792827837	2013-04-17T21:00:01+0000	563	0	120
96033897836_10152408939467837	2013-04-16T23:27:48+0000	841	0	310
96033897836_299649170167276	2013-04-16T18:57:29+0000	505	0	252
96033897836_10152408378197837	2013-04-16T17:22:26+0000	1496	0	148
96033897836_519872354743947	2013-04-16T14:41:21+0000	478	0	119
96033897836_10152404604162837	2013-04-14T17:20:01+0000	937	0	106
96033897836_551161561572821	2013-04-14T01:59:35+0000	378	0	105
96033897836_159773827516696	2013-04-13T22:30:52+0000	271	0	51
96033897836_441012162657521	2013-04-13T21:30:00+0000	407	0	101
96033897836_10152401418257837	2013-04-12T19:11:01+0000	806	0	193
96033897836_10152399926107837	2013-04-11T21:50:01+0000	413	0	105
96033897836_10152397859377837	2013-04-10T19:21:30+0000	554	0	138
96033897836_358099967627790	2013-04-09T23:45:02+0000	382	0	126
96033897836_329356700500743	2013-04-09T16:21:31+0000	307	0	212
96033897836_10152394258847837	2013-04-08T19:10:01+0000	529	0	144
96033897836_372118826236263	2013-04-08T00:31:00+0000	209	0	28
96033897836_10152392686707837	2013-04-07T21:59:06+0000	587	0	123
96033897836_10152390981782837	2013-04-06T23:12:50+0000	971	0	110
96033897836_10152389160362837	2013-04-05T21:58:13+0000	978	0	291
96033897836_10152387069527837	2013-04-04T17:30:04+0000	622	0	145
96033897836_490369281030489	2013-04-04T16:22:45+0000	258	0	66
96033897836_10152383787037837	2013-04-02T22:00:02+0000	679	0	194
96033897836_10152378921042837	2013-03-31T15:11:24+0000	1886	0	91
96033897836_10152374727152837	2013-03-29T00:30:02+0000	550	0	123
96033897836_10152374501427837	2013-03-28T21:46:11+0000	528	0	106
96033897836_362170733901317	2013-03-27T22:49:35+0000	361	0	90
96033897836_10152372736202837	2013-03-27T20:21:22+0000	550	0	96
96033897836_10152370765912837	2013-03-26T22:05:58+0000	654	0	179
96033897836_10152369086902837	2013-03-26T02:26:23+0000	1230	0	358
96033897836_10152368737612837	2013-03-25T22:43:56+0000	453	0	64
96033897836_10152368622847837	2013-03-25T21:42:33+0000	354	1	28
96033897836_10152368283552837	2013-03-25T18:59:01+0000	502	0	154
96033897836_10152368081437837	2013-03-25T16:55:47+0000	516	0	149
96033897836_231686216970839	2013-03-24T01:46:12+0000	408	0	94
96033897836_10152364948347837	2013-03-24T01:10:02+0000	605	0	110
96033897836_357846384316319	2013-03-23T21:45:22+0000	329	0	117
96033897836_10152363015172837	2013-03-22T23:30:01+0000	937	0	359
96033897836_10152361227707837	2013-03-21T23:01:32+0000	603	0	248
96033897836_10152361022877837	2013-03-21T20:34:53+0000	513	0	115
96033897836_10152359446532837	2013-03-20T22:37:32+0000	447	0	81
96033897836_10152357509332837	2013-03-19T22:02:11+0000	491	0	128
96033897836_140516779454197	2013-03-19T15:19:00+0000	272	0	58
96033897836_229623863842404	2013-03-19T00:35:15+0000	288	0	83
96033897836_10152355289597837	2013-03-18T20:25:54+0000	589	0	143
96033897836_278861248914134	2013-03-17T20:51:20+0000	542	0	392
96033897836_10152351154332837	2013-03-16T19:42:16+0000	5399	0	494
96033897836_108240232700611	2013-03-16T17:09:22+0000	244	0	45
96033897836_338377366262777	2013-03-16T01:17:15+0000	474	0	142
96033897836_10152349201237837	2013-03-15T23:40:01+0000	476	0	108
96033897836_10152346839027837	2013-03-14T17:12:37+0000	727	0	217
96033897836_503111066411768	2013-03-13T22:30:18+0000	824	0	573
96033897836_10152345079942837	2013-03-13T20:38:54+0000	1816	0	263
